,stop_name,Number of trips
4946,Grmovac /Ulaz/,30
9060,Don Kihotova,30
7263,Grmovac /Crkva/,30
9054,Jakovička Src ,30
4445,Ritopek /Centar/,30
8901,Bilce,30
8902,Bilce,30
8903,Barutana,30
8904,Barutana,30
8905,Barutana,30
8906,Milana Grigorijevića,30
8907,Milana Grigorijevića,30
8908,Milana Grigorijevića,30
8909,Vladimira Dvornikovića,30
8910,Vladimira Dvornikovića,30
8911,Vladimira Dvornikovića,30
8912,Oš Vladislava Petković,30
8913,Oš Vladislava Petković,30
8914,Oš Vladislava Petković,30
8710,Novobeogradskih Graditelja,30
8709,Novobeogradskih Graditelja,30
8704,Staro Kijevo,30
8703,Staro Kijevo,30
8702,Staro Kijevo,30
3912,Zrenjaninski Put,30
3918,Kovilovo 1,30
3921,Kovilovo 1,30
3924,Kovilovo 2,30
8873,Mz Vml,30
8874,Mz Vml,30
8875,Mz Vml,30
8888,Gaj,30
8898,Mitkov Kladenac,30
8897,Mitkov Kladenac,30
8896,Mitkov Kladenac (Izlaz),30
8895,Mitkov Kladenac (Izlaz),30
8894,Mitkov Kladenac (Izlaz),30
8893,Stražarska Kosa ,30
8892,Stražarska Kosa ,30
8891,Stražarska Kosa ,30
8890,Gaj,30
8889,Gaj,30
8887,Jovijanova,30
8876,Lepenskog Vira,30
8886,Jovijanova,30
8885,Jovijanova,30
8884,Novo Naselje,30
8883,Novo Naselje,30
8882,Novo Naselje,30
8881,Vladimira Ćorovića (Ulaz),30
8880,Vladimira Ćorovića (Ulaz),30
8879,Vladimira Ćorovića (Ulaz),30
8878,Lepenskog Vira,30
8877,Lepenskog Vira,30
3927,Kovilovo 2,30
3930,Put Za Jabučki Rit,30
3933,Put Za Jabučki Rit,30
4427,Duboko,30
4412,Mali Lug,30
4414,Prokop,30
4415,Prokop,30
4417,Prokop,30
4418,Prokop,30
4420,Kralja Petra Prvog,30
4421,Kralja Petra Prvog,30
4423,Kralja Petra Prvog,30
4424,Kralja Petra Prvog,30
4426,Duboko,30
4429,Duboko,30
4409,Mali Lug,30
4430,Duboko,30
4432,Ritopek /Ulaz/,30
4433,Ritopek /Ulaz/,30
4435,Ritopek /Ulaz/,30
4436,Ritopek /Ulaz/,30
4438,Ritopek /Škola/,30
4439,Ritopek /Škola/,30
4441,Ritopek /Škola/,30
4442,Ritopek /Škola/,30
4444,Ritopek /Centar/,30
4411,Mali Lug,30
4408,Mali Lug,30
3936,Štale Pkb,30
3951,Stari Aerodrom,30
8993,Narednika Dragutina Radakovića,30
8994,Narednika Dragutina Radakovića,30
8995,Narednika Dragutina Radakovića,30
8996,Narednika Dragutina Radakovića,30
8997,Narednika Dragutina Radakovića,30
8998,Narednika Dragutina Radakovića,30
3939,Štale Pkb,30
3942,Glogonjski Rit,30
3945,Glogonjski Rit,30
3948,Stari Aerodrom,30
3954,Radenska Bara,30
4406,Svetosavska,30
3957,Radenska Bara,30
3960,Mašinski Park,30
3963,Mašinski Park,30
8093,Oš Nikola Tesla,30
8353,Pumpa,30
8352,Pumpa,30
8351,Pumpa,30
4402,Svetosavska,30
4403,Svetosavska,30
4405,Svetosavska,30
8094,Oš Nikola Tesla,30
8899,Mitkov Kladenac,30
5283,Industrijska Zona Dobanovci,30
7757,Silosi,30
7778,Surčin (Centar),30
7776,Dragomira Momčilovića,30
7775,Dragomira Momčilovića,30
6107,Ritopek /Centar/,30
7770,Ritska Ulica,30
7769,Ritska Ulica,30
6108,Ritopek /Centar/,30
7764,Surčin Naselje (Ulaz),30
7763,Surčin Naselje (Ulaz),30
7758,Silosi,30
8011,Grmovac (20.Nova),30
7790,Oš Jovan Sterija Popović,30
8012,Grmovac (20.Nova),30
8013,Grmovac (20.Nova),30
7752,Kanal Galovica,30
7751,Kanal Galovica,30
7746,Mz Novi Surčin,30
9076,Vojina Jugovića,30
7740,Go Surčin (Ulaz),30
7739,Go Surčin (Ulaz),30
5382,Bečmen /Centar/,30
7734,Vodeničarska,30
7779,Surčin (Centar),30
7791,Oš Jovan Sterija Popović,30
5381,Bečmen /Centar/,30
5700,Surčin /Centar/,30
9079,Cerska,30
9081,Meše Selimovića,30
9082,Meše Selimovića,30
8900,Bilce,30
9084,Rifata Burdževića,30
9085,Rifata Burdževića,30
9087,Dragoljuba Stojanovića,30
9088,Dragoljuba Stojanovića,30
9093,Dragoljuba Stojanovića,30
9094,Dragoljuba Stojanovića,30
9096,Rifata Burdževića,30
9109,Kaluđerica (Put Za Institut),30
9097,Rifata Burdževića,30
7872,Vinogradska (Surčin Naselje),30
7871,Vinogradska (Surčin Naselje),30
9099,Meše Selimovića,30
9100,Meše Selimovića,30
9102,Cerska,30
9103,Cerska,30
9105,Vojina Jugovića,30
9106,Vojina Jugovića,30
9108,Kaluđerica (Put Za Institut),30
7733,Vodeničarska,30
7745,Mz Novi Surčin,30
9078,Cerska,30
7722,Vinogradska (Ulaz),30
5295,Bezdan,30
5301,Stevana Jovanovića,30
8075,Prvomajska,30
8076,Prvomajska,30
8066,Vinogradska (Plandište),30
5289,Naselje Pik,30
8081,Privredna Zona,30
8082,Privredna Zona,30
7721,Vinogradska (Ulaz),30
8067,Vinogradska (Plandište),30
7257,Grmovac,30
8088,Miodraga Pešića,30
7262,Grmovac /Crkva/,30
7727,Mz Ledine,30
7256,Grmovac,30
7728,Mz Ledine,30
7261,Grmovac /Crkva/,30
8087,Miodraga Pešića,30
7255,Grmovac,30
6098,Zmaj Ognjenog Vuka,29
8341,Omladinska,29
7380,Bečmen /Zabran/,29
7379,Bečmen /Zabran/,29
7064,Pere Velimirovića,29
7065,Pere Velimirovića,29
7067,Milana Blagojevića Španca,29
6099,Zmaj Ognjenog Vuka,29
7236,Preka Kaldrma,29
8334,Miloja Đaka,29
8340,Omladinska,29
8335,Miloja Đaka,29
7235,Preka Kaldrma,29
8329,Dedinje (Ortopedska Bolnica),29
8328,Dedinje (Ortopedska Bolnica),29
7068,Milana Blagojevića Španca,29
7070,Pivljanina Baje,29
7868,Vinogradska (Surčin Naselje),29
7071,Pivljanina Baje,29
7350,Pivljanina Baje 1,29
7349,Pivljanina Baje 1,29
7869,Vinogradska (Surčin Naselje),29
7730,Vodeničarska,29
6101,Zmaj Ognjenog Vuka,29
7742,Mz Novi Surčin,29
9213,Preka Kaldrma,29
9214,Preka Kaldrma,29
7718,Vinogradska (Ulaz),29
7749,Kanal Galovica,29
7748,Kanal Galovica,29
7719,Vinogradska (Ulaz),29
7743,Mz Novi Surčin,29
7724,Mz Ledine,29
7382,Bečmen /Zabran/,29
7737,Go Surčin (Ulaz),29
7725,Mz Ledine,29
7736,Go Surčin (Ulaz),29
8439,Bečmen (Izlaz),29
8440,Bečmen (Izlaz),29
8442,Bečmen (Izlaz),29
8443,Bečmen (Izlaz),29
8091,Oš Nikola Tesla,29
8706,Novobeogradskih Graditelja,29
7754,Silosi,29
7755,Silosi,29
7731,Vodeničarska,29
6102,Zmaj Ognjenog Vuka,29
7773,Dragomira Momčilovića,29
7772,Dragomira Momčilovića,29
7385,Šumsko Gazdinstvo,29
7386,Šumsko Gazdinstvo,29
7388,Šumsko Gazdinstvo,29
7767,Ritska Ulica,29
7766,Ritska Ulica,29
7389,Šumsko Gazdinstvo,29
3691,Petrovčić,29
7761,Surčin Naselje (Ulaz),29
7760,Surčin Naselje (Ulaz),29
3692,Petrovčić,29
8707,Novobeogradskih Graditelja,29
7383,Bečmen /Zabran/,29
8090,Oš Nikola Tesla,29
8069,Zdravstvena St. Leštane I Vinča,29
5393,Bečmen Ekonomija,29
8102,Kremenje,29
5384,Bečmenskih Ilegalaca,29
5385,Bečmenskih Ilegalaca,29
5387,Bečmenskih Ilegalaca,29
8103,Kremenje,29
8070,Zdravstvena St. Leštane I Vinča,29
5310,Dobanovci /Centar/,29
5304,Stevana Jovanovića,29
5388,Bečmenskih Ilegalaca,29
5591,"Src ""Surčin"" /Ulaz/",29
8085,Miodraga Pešića,29
8084,Miodraga Pešića,29
5274,Surčin /Izlaz/,29
8079,Privredna Zona,29
8078,Privredna Zona,29
5292,Naselje Pik,29
5268,Braće Suzić,29
5298,Bezdan,29
8073,Prvomajska,29
8063,Vinogradska (Plandište),29
5394,Bečmen Ekonomija,29
5391,Bečmen Ekonomija,29
5396,Petrovčić /Ulaz/,29
5592,"Src ""Surčin"" /Ulaz/",29
8096,Ravan (Ulaz),29
5402,Petrovčić /Centar/,29
8097,Ravan (Ulaz),29
5400,Petrovčić /Ulaz/,29
5390,Bečmen Ekonomija,29
5280,Surčinska Petlja,29
5403,Petrovčić /Centar/,29
8064,Vinogradska (Plandište),29
8072,Prvomajska,29
5405,Petrovčić /Centar/,29
5406,Petrovčić /Centar/,29
5408,Petrovčić,29
5409,Petrovčić,29
5399,Petrovčić /Ulaz/,29
5286,Industrijska Zona Dobanovci,29
5397,Petrovčić /Ulaz/,29
3824,Trg Oslobođenja,28
3830,Branka Radičevića,28
3829,Branka Radičevića,28
3823,Trg Oslobođenja,28
3832,Branka Radičevića,28
8938,Dr Aćima Medovića,28
3821,Valjevskog Odreda,28
3820,Valjevskog Odreda,28
3818,Sonje Marinković,28
8338,Omladinska,28
8337,Omladinska,28
8721,Topčiderska Reka - Prilaz,28
8722,Topčiderska Reka - Prilaz,28
8332,Miloja Đaka,28
8331,Miloja Đaka,28
2179,Šesti Prilaz,28
2180,Šesti Prilaz,28
3817,Sonje Marinković,28
8949,8. Septembra,28
3833,Branka Radičevića,28
8956,Brestovačka,28
3844,Veliki Kanal,28
3842,Veliki Kanal,28
3841,Veliki Kanal,28
3839,Vuka Karadžića,28
7499,Pivljanina Baje 1,28
8661,Resnik (Železnička Pruga),28
8662,Resnik (Železnička Pruga),28
1832,Katarine Ivanović,28
8667,Delovi - Prilaz,28
8668,Delovi - Prilaz,28
1829,Katarine Ivanović,28
3847,Pumpa,28
8950,8. Septembra,28
8673,Nova 3 - Prilaz,28
8674,Nova 3 - Prilaz,28
3838,Vuka Karadžića,28
3836,Vuka Karadžića,28
7500,Pivljanina Baje 1,28
3835,Vuka Karadžića,28
8325,Dedinje (Ortopedska Bolnica),28
8955,Brestovačka,28
3848,Pumpa,28
8944,Pašinac,28
8943,Pašinac,28
3850,Pumpa,28
3851,Pumpa,28
8937,Dr Aćima Medovića,28
8326,Dedinje (Ortopedska Bolnica),28
3845,Veliki Kanal,28
9229,Jna,28
8308,Cvećara,28
1835,Umljenovićeva,28
1841,Medaković 2,28
7059,Pivljanina Baje ,28
7061,Milana Blagojevića Španca,28
7062,Milana Blagojevića Španca,28
9228,Jna,28
3182,Petra Drapšina,28
3181,Petra Drapšina,28
1988,Šesti Prilaz,28
1987,Šesti Prilaz,28
8304,Cvećara,28
8305,Cvećara,28
8307,Cvećara,28
1838,Umljenovićeva,28
7058,Pivljanina Baje ,28
7282,Aerodrom Batajnica,28
1844,Medaković 2,28
8234,Put Za Crvenku,28
8235,Put Za Crvenku,28
8237,Put Za Crvenku,28
8238,Put Za Crvenku,28
8568,Milutina Miljkovića,27
8569,Milutina Miljkovića,27
8953,Brestovačka,27
8952,Brestovačka,27
8558,Olge Jojić,27
8559,Olge Jojić,27
8578,Olimpska,27
8577,Olimpska,27
8576,Olimpska,27
8575,Vukosave Oljače,27
8560,Olge Jojić,27
8561,Milke Bosnić,27
8562,Milke Bosnić,27
8574,Vukosave Oljače,27
8563,Milke Bosnić,27
8573,Vukosave Oljače,27
8565,Ane Dobeš,27
8566,Ane Dobeš,27
8571,Donje Naselje,27
8567,Milutina Miljkovića,27
8570,Donje Naselje,27
8572,Donje Naselje,27
8617,Donje Naselje,27
8618,Milutina Miljkovića,27
8612,Vukosave Oljače,27
8607,Torlački Vis,27
8608,Torlački Vis,27
8625,Milke Bosnić,27
8609,Olimpska,27
8624,Milke Bosnić,27
8610,Olimpska,27
8611,Olimpska,27
8623,Ane Dobeš,27
8579,Torlački Vis,27
8622,Ane Dobeš,27
8614,Vukosave Oljače,27
8615,Donje Naselje,27
8616,Donje Naselje,27
8621,Ane Dobeš,27
8620,Milutina Miljkovića,27
8619,Milutina Miljkovića,27
8606,Torlački Vis,27
8626,Milke Bosnić,27
8627,Olge Jojić,27
8628,Olge Jojić,27
8580,Torlački Vis,27
8581,Torlački Vis,27
8582,Brdska,27
8583,Brdska,27
8584,Brdska,27
8585,Šljivarska,27
8586,Šljivarska,27
8587,Šljivarska,27
8600,Šljivarska,27
8601,Šljivarska,27
8602,Šljivarska,27
8603,Brdska,27
8604,Brdska,27
8629,Olge Jojić,27
8605,Brdska,27
8613,Vukosave Oljače,27
8564,Ane Dobeš,27
8658,Resnik (Železnička Pruga),27
8250,Ristin Potok,27
8934,Dr Aćima Medovića,27
8779,Medaković 2,27
8659,Resnik (Železnička Pruga),27
5632,Baza Voždovac,27
8248,Ristin Potok,27
8249,Ristin Potok,27
8778,Medaković 2,27
5634,Baza Voždovac,27
8718,Topčiderska Reka - Prilaz,27
8719,Topčiderska Reka - Prilaz,27
8777,Medaković 2,27
5633,Baza Voždovac,27
8254,Vinjage,27
8255,Vinjage,27
8244,Milošev Kladenac,27
8935,Dr Aćima Medovića,27
8243,Milošev Kladenac,27
9124,Železnička Stanica Zemun,27
8239,Milošev Kladenac,27
8664,Delovi - Prilaz,27
8665,Delovi - Prilaz,27
8240,Milošev Kladenac,27
8670,Nova 3 - Prilaz,27
8671,Nova 3 - Prilaz,27
9121,Železnička Stanica Zemun,27
8241,Milošev Kladenac,27
8947,8. Septembra,27
8946,8. Septembra,27
8242,Milošev Kladenac,27
8941,Pašinac,27
8940,Pašinac,27
8256,Vinjage,27
2730,Petlovo Brdo,26
2721,Usek,26
2727,Petlovo Brdo,26
6548,Vrtić Košuta,26
2724,Usek,26
9327,Ralja /Robna Kuća/,26
2718,Vijadukt,26
7022,Prnjavor /Škola/,26
7239,Vrtić Bajka,26
7037,Trešnja /Škola/,26
9330,Ralja /Robna Kuća/,26
7346,Ralja /Trafo/,26
7085,Srednji Prnjavor,26
7088,Srednji Prnjavor,26
7190,Trešnja /Koviona/,26
7238,Vrtić Bajka,26
7016,Prnjavor /Ulaz/,26
7241,Mile Jevtović,26
7242,Mile Jevtović,26
5752,Jugolek,26
2715,Vijadukt,26
6995,Šuplja Stena,26
7013,Prnjavor /Ulaz/,26
7010,Rasadnik,26
6951,Dimitrija Avramovića,26
6950,Dimitrija Avramovića,26
6948,Miloja Zakića,26
6947,Miloja Zakića,26
6849,Ilije Stojadinovića,26
6848,Ilije Stojadinovića,26
6549,Vrtić Košuta,26
6551,Mile Jevtović,26
6552,Mile Jevtović,26
6715,Kružni Put,26
6545,Kraljice Katarine,26
6807,Institut Za Kukuruz,26
7490,Ralja /Trafo/,26
7493,Ralja /Drumine/,26
7496,Ralja /Drumine/,26
6953,Krajiške Brigade,26
7448,Ralja /Centar/,26
7445,Ralja /Centar/,26
6992,Kapija Šumadije,26
7397,Trešnja (Škola),26
7400,Trešnja /Koviona/,26
7007,Rasadnik,26
7004,Raskrsnica-Vrčin,26
7001,Raskrsnica-Vrčin,26
6998,Šuplja Stena,26
6989,Kapija Šumadije,26
7442,Livnica,26
6986,Put Za Zuce,26
6983,Put Za Zuce,26
6954,Krajiške Brigade,26
7433,13.Oktobra,26
7436,13.Oktobra,26
7439,Livnica,26
6546,Kraljice Katarine,26
5749,Jugolek,26
6543,Žarkovačka,26
4393,Crkva Sv. Trojice,26
6539,Petra Martinovića,26
6540,Petra Martinovića,26
6542,Žarkovačka,26
5586,Kolonija,26
8183,Zaklopača (Ćelije),26
8184,Zaklopača (Ćelije),26
5587,Kolonija,26
5588,Kolonija,26
8189,Janković Kraj,26
8190,Janković Kraj,26
5589,Kolonija,26
8196,17. Januara,26
4387,Dom Kulture,26
4388,Dom Kulture,26
8201,Vrčin Gornji Kraj,26
6537,Naselje Golf,26
6536,Naselje Golf,26
6534,Kneza Višeslava,26
4369,Ulaz U Zaklopaču,26
6247,Bore Stankovića,26
6244,Bore Stankovića,26
4357,Put Za Zaklopaču,26
4358,Put Za Zaklopaču,26
4363,Mostine,26
4364,Mostine,26
4370,Ulaz U Zaklopaču,26
6533,Kneza Višeslava,26
4375,4. Jula,26
4376,4. Jula,26
4381,Trafostanica,26
4382,Trafostanica,26
5584,Kolonija,26
5585,Kolonija,26
8202,Vrčin Gornji Kraj,26
8195,17. Januara,26
4394,Crkva Sv. Trojice,26
4399,Zaklopača,26
5768,Mz Makiš,26
5769,Mz Makiš,26
7964,Đurđevdan,26
7961,Đurđevdan,26
5811,Đure Gajića,26
5746,Beogradelektro,26
5743,Beogradelektro,26
5740,Seme,26
8214,Vrčin ,26
8213,Vrčin ,26
8208,Vrčin - Nadvožnjak,26
8207,Vrčin - Nadvožnjak,26
4400,Zaklopača,26
5737,Seme,26
4397,Zaklopača,25
4379,Trafostanica,25
8199,Vrčin Gornji Kraj,25
7852,Miodraga Vukovića,25
4373,4. Jula,25
4372,4. Jula,25
9344,Barajevo As,25
9347,Karaula R,25
4367,Ulaz U Zaklopaču,25
4366,Ulaz U Zaklopaču,25
8870,Branislava Jovanovića,25
4396,Zaklopača,25
4361,Mostine,25
4360,Mostine,25
7858,Srednji Kraj,25
7855,Miodraga Vukovića,25
4355,Put Za Zaklopaču,25
4354,Put Za Zaklopaču,25
4390,Crkva Sv. Trojice,25
4391,Crkva Sv. Trojice,25
7690,Dobrivoja Jovanovića /Igralište/,25
4378,Trafostanica,25
9341,Barajevo (Miodraga Vukovića),25
8192,17. Januara,25
9338,Barajevo (Miodraga Vukovića),25
8193,17. Januara,25
8187,Janković Kraj,25
8186,Janković Kraj,25
7861,Srednji Kraj,25
7684,Dobrivoja Jovanovića 2.Deo,25
7864,Karaula,25
8210,Vrčin (Ivo Lola Ribar),25
8211,Vrčin (Ivo Lola Ribar),25
8205,Vrčin - Nadvožnjak,25
4385,Dom Kulture,25
8216,Vrčin ,25
8217,Vrčin ,25
8204,Vrčin - Nadvožnjak,25
8198,Vrčin Gornji Kraj,25
8181,Zaklopača (Ćelije),25
8180,Zaklopača (Ćelije),25
9332,Barajevo - Centar,25
9335,Barajevo - Centar,25
4384,Dom Kulture,25
7687,Dobrivoja Jovanovića /Igralište/,25
8498,Moštanička (Novo Naselje),25
7849,Taborište,25
8471,Fk Moštanica,25
7633,Nenadovac 6,25
7609,Nenadovac 5,25
7681,Dobrivoja Jovanovića 2.Deo,25
8468,Fk Moštanica,25
7606,Nenadovac 4,25
7603,Nenadovac 3,25
7600,Nenadovac 2,25
7678,Velika Moštanica /Izlaz/,25
7618,Glumčevo Brdo 2,25
7597,Nenadovac 1,25
8474,Živojina Tabakovića (Srednji Kraj),25
7666,Sremčica /Ulaz/,25
7675,Velika Moštanica /Ulaz/,25
8477,Živojina Tabakovića (Srednji Kraj),25
7669,Velika Moštanica /Groblje/,25
7672,Velika Moštanica /Groblje/,25
7615,Taborište,25
7612,Nenadovac,25
7621,Glumčevo Brdo 3,25
7594,Brđanska,25
7627,Glumčevo Brdo /Škola/,25
8501,Moštanička (Novo Naselje),25
7624,Stevančevića Kraj,25
5954,Zuce /Prodavnica/,24
7430,Kasarna /Glavni Ulaz/,24
5957,Zuce /Ambulanta/,24
5955,Zuce /Prodavnica/,24
5979,Zuce /Brđani 1/,24
7428,Kasarna /Glavni Ulaz/,24
7427,Kasarna /Glavni Ulaz/,24
5972,Zuce /Crkva/,24
5960,Zuce /Ambulanta/,24
5982,Zuce /Brđani 2/,24
5984,Zuce /Brđani 2/,24
5952,Zuce /Prodavnica/,24
5951,Zuce /Prodavnica/,24
5985,Zuce /Brđani 2/,24
5981,Zuce /Brđani 2/,24
5961,Zuce /Ambulanta/,24
7431,Kasarna /Glavni Ulaz/,24
5963,Zuce /Centar/,24
5970,Zuce /Crkva/,24
2544,Resnik /Ulaz/,24
7377,Karagačka,24
7376,Karagačka,24
5973,Zuce /Crkva/,24
7374,Karagačka,24
7373,Karagačka,24
5949,Zuce (Ulaz),24
5969,Zuce /Crkva/,24
5975,Zuce /Brđani 1/,24
5967,Zuce /Centar/,24
5976,Zuce /Brđani 1/,24
5978,Zuce /Brđani 1/,24
5966,Zuce /Centar/,24
5964,Zuce /Centar/,24
8396,Podavalska (Izlaz),24
5958,Zuce /Ambulanta/,24
5939,Put Za Zuce,24
5940,Put Za Zuce,24
5942,Put Za Zuce,24
6718,Dugo Polje,24
5943,Put Za Zuce,24
5945,Zuce (Ulaz),24
5946,Zuce (Ulaz),24
5948,Zuce (Ulaz),24
6818,Timočki Put,23
7046,Ripanj /Centar/,23
6812,Lipovački Put,23
6813,Lipovački Put,23
1296,13. Maj /Ulaz/,23
8057,Put Za Nestoroviće,23
8042,Mz Ripanj,23
8034,Novo Naselje (Rušanj),23
8058,Put Za Nestoroviće,23
6810,Lipovački Put,23
6815,Timočki Put,23
6816,Timočki Put,23
8033,Novo Naselje (Rušanj),23
8052,Put Za Kalajdžiće,23
6819,Timočki Put,23
8031,Put Za Ćumurane,23
8030,Put Za Ćumurane,23
8054,Put Za Nestoroviće,23
8055,Put Za Nestoroviće,23
8028,Put Za Ćumurane,23
8027,Put Za Ćumurane,23
7047,Ripanj /Centar/,23
7049,Ripanj /Centar/,23
7142,Labudovo Brdo,23
8048,Put Za Kalajdžiće,23
8051,Put Za Kalajdžiće,23
7050,Ripanj /Centar/,23
7143,Labudovo Brdo,23
7139,Labudovo Brdo,23
7137,Pilota Mihaila Petrovića,23
8049,Put Za Kalajdžiće,23
8046,Mz Ripanj,23
8045,Mz Ripanj,23
7136,Pilota Mihaila Petrovića,23
8043,Mz Ripanj,23
6809,Lipovački Put,23
7140,Labudovo Brdo,23
7906,Rucka 2,22
7903,Rucka 1,22
9182,Mihaila Todorovića,22
9183,Mihaila Todorovića,22
9194,Mirka Sandića,22
9167,Lošinjska Donja,22
9180,Zeleno Brdo,22
9191,Oš Stevan Sinđelić,22
7900,Rucka 1,22
9168,Lošinjska Donja,22
7628,Glumčevo Brdo /Škola/,22
7897,Umka - Centar,22
9193,Oš Stevan Sinđelić,22
9181,Zeleno Brdo,22
9192,Oš Stevan Sinđelić,22
7909,Rucka 2,22
9187,Mihaila Todorovića,22
9146,Deskaševa,22
9189,Oš Stevan Sinđelić,22
9188,Oš Stevan Sinđelić,22
9169,Lošinjska Donja,22
9348,Karaula R,22
9145,"Studenski Dom ""Rifat Burdžević""",22
9345,Barajevo As,22
9342,Barajevo (Miodraga Vukovića),22
8871,Branislava Jovanovića,22
1406,Ada Ciganlija,22
9185,Mihaila Todorovića,22
9184,Mihaila Todorovića,22
9170,Lošinjnska Donja,22
7634,Nenadovac 6,22
7921,Rucka 4,22
7918,Rucka 4,22
9339,Barajevo (Miodraga Vukovića),22
9179,Zeleno Brdo,22
9336,Barajevo - Centar,22
9171,Lošinjnska Donja,22
9333,Barajevo - Centar,22
7915,Rucka 3,22
9172,Lošinjnska Donja,22
9190,Oš Stevan Sinđelić,22
9186,Mihaila Todorovića,22
9173,Zabrđanska,22
9174,Zabrđanska,22
9175,Zabrđanska,22
7912,Rucka 3,22
9176,Zabrđanska,22
9177,Zabrđanska,22
9178,Zabrđanska,22
9195,Mirka Sandića,22
9198,Mirka Sandića,22
9196,Mirka Sandića,22
9138,Oš Veljka Dugoševića,22
7613,Nenadovac,22
7853,Miodraga Vukovića,22
9152,Budmanijeva,22
7850,Taborište,22
9157,Koste Trifkovića,22
7610,Nenadovac 5,22
9134,Oš Veljko Dugošević,22
606,13. Maj /Ulaz/,22
9153,Budmanijeva,22
7607,Nenadovac 4,22
9135,Oš Veljko Dugošević,22
9136,Oš Veljko Dugošević,22
9137,Oš Veljka Dugoševića,22
9139,Oš Veljka Dugoševića,22
7616,Taborište,22
9154,Budmanijeva,22
7604,Nenadovac 3,22
9160,Koste Trifkovića,22
9155,Koste Trifkovića,22
7601,Nenadovac 2,22
9140,"Studenski Dom ""Rifat Burdžević""",22
9156,Koste Trifkovića,22
7598,Nenadovac 1,22
9159,Koste Trifkovića,22
9141,"Studenski Dom ""Rifat Burdžević""",22
9142,"Studenski Dom ""Rifat Burdžević""",22
9143,"Studenski Dom ""Rifat Burdžević""",22
9158,Koste Trifkovića,22
9151,Deskaševa,22
9144,"Studenski Dom ""Rifat Burdžević""",22
9165,Ilidenska,22
7865,Karaula,22
9166,Ilidenska,22
9163,Ilidenska,22
7856,Miodraga Vukovića,22
9129,Mlavska,22
9162,Ilidenska,22
9148,Deskaševa,22
9147,Deskaševa,22
7862,Srednji Kraj,22
9130,Mlavska,22
7625,Stevančevića Kraj,22
9199,Mirka Sandića,22
9161,Ilidenska,22
1412,Kirovljeva,22
9128,Mlavska,22
9164,Ilidenska,22
7622,Glumčevo Brdo 3,22
9149,Deskaševa,22
9197,Mirka Sandića,22
7619,Glumčevo Brdo 2,22
9150,Deskaševa,22
7595,Brđanska,22
7859,Srednji Kraj,22
3961,Mašinski Park,21
3928,Kovilovo 2,21
3962,Mašinski Park,21
3925,Kovilovo 2,21
3958,Radenska Bara,21
1298,13. Maj /Ulaz/,21
3926,Kovilovo 2,21
1297,13. Maj /Ulaz/,21
3913,Zrenjaninski Put,21
3914,Zrenjaninski Put,21
3959,Radenska Bara,21
3919,Kovilovo 1,21
3920,Kovilovo 1,21
607,13. Maj /Ulaz/,21
608,13. Maj /Ulaz/,21
3932,Put Za Jabučki Rit,21
3931,Put Za Jabučki Rit,21
3965,Mašinski Park,21
3929,Kovilovo 2,21
3923,Kovilovo 1,21
3950,Stari Aerodrom,21
7822,Koste Abraševića,21
3943,Glogonjski Rit,21
7837,Svetog Save,21
3952,Stari Aerodrom,21
3964,Mašinski Park,21
3956,Radenska Bara,21
7804,Ikarbus,21
7805,Ikarbus,21
7810,Ševino Polje,21
3955,Radenska Bara,21
7811,Ševino Polje,21
7832,Kosovke Devojke,21
7816,Miloša Crnjanskog,21
7817,Miloša Crnjanskog,21
3953,Stari Aerodrom,21
7831,Kosovke Devojke,21
7829,Nemanjina,21
7828,Nemanjina,21
7838,Svetog Save,21
7823,Koste Abraševića,21
8497,Velika Moštanica (Živojina Tabakovića),21
3947,Glogonjski Rit,21
3922,Kovilovo 1,21
3941,Štale Pkb,21
3940,Štale Pkb,21
3938,Štale Pkb,21
3937,Štale Pkb,21
3944,Glogonjski Rit,21
3946,Glogonjski Rit,21
3935,Put Za Jabučki Rit,21
3949,Stari Aerodrom,21
3934,Put Za Jabučki Rit,21
9070,Brzačka,20
9069,Brzačka,20
9068,Brzačka,20
9067,Brzačka,20
9066,Brzačka,20
9065,Brzačka,20
9355,Kuzmanovići R,20
9376,Stara Lipovica - Okretnica,20
9381,Manastir,20
9380,Manastir,20
9357,Petkovići - Trafo,20
9358,Petkovići - Trafo,20
9359,Petkovići - Trafo,20
9360,Petkovići - Trafo,20
9361,Petkovići - Trafo,20
9362,Petkovići Raskrsnica,20
9363,Petkovići Raskrsnica,20
9364,Petkovići Raskrsnica,20
9365,Petkovići Raskrsnica,20
9366,Petkovići Raskrsnica,20
9367,Petkovići Raskrsnica,20
9368,Simić - R,20
9369,Simić - R,20
9370,Simić - R,20
9371,Simić - R,20
9372,Simić - R,20
9373,Simić - R,20
9374,Stara Lipovica - Okretnica,20
9354,Kuzmanovići R,20
9353,Kuzmanovići R,20
9351,Kuzmanovići R,20
9350,Kuzmanovići R,20
9375,Stara Lipovica - Okretnica,20
9356,Petkovići - Trafo,20
9377,Manastir,20
9378,Manastir,20
9379,Manastir,20
9352,Kuzmanovići R,20
9382,Manastir,20
8524,Livadice,20
8552,Timočki Put (Izlaz),20
8532,Timočki Put (Srednji Deo),20
8531,Timočki Put (Srednji Deo),20
8530,Timočki Put (Srednji Deo),20
8529,Timočki Put (Srednji Deo),20
8528,Timočki Put (Srednji Deo),20
8527,Livadice,20
8526,Livadice,20
8525,Livadice,20
8523,Livadice,20
